id,name,category,cuisine,servings,prep_min,cook_min,total_min,photo_file,photo_keywords,photo_url,ingredients,ingredients_json,kcal,protein_g,fat_g,carbs_g,fiber_g,net_carbs_g,glycemic_index,gi_category,glycemic_load,gl_category,gi_note,diet_tags,instructions,steps_json
DB-0975,Salmon Kale Salad with Lemon Tahini,Salad,American,2,10,12,22,salmon-kale-salad-with-lemon-tahini.jpg,"Salmon Kale Salad with Lemon Tahini, healthy food photography, plated, natural light",,"Salmon fillet — 280 g (9.9 oz)
Kale — 150 g (5.3 oz)
Cucumber — 100 g (3.5 oz)
Radishes — 40 g (1.4 oz)
Avocado — 70 g (2.5 oz)
Tahini — 25 g (0.9 oz)
Lemon juice — 20 g (0.7 oz)
Garlic — 3 g (0.1 oz)
Water / ice — 25 g (0.9 oz)
Hemp seeds — 10 g (0.4 oz)
Salt — 1 g (0.0 oz)","[{""ingredient_id"": ""salmon"", ""name"": ""Salmon fillet"", ""grams"": 280.0, ""note"": """"}, {""ingredient_id"": ""kale"", ""name"": ""Kale"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""radish"", ""name"": ""Radishes"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 70.0, ""note"": """"}, {""ingredient_id"": ""tahini"", ""name"": ""Tahini"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""water"", ""name"": ""Water / ice"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""hemp_seeds"", ""name"": ""Hemp seeds"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 1.0, ""note"": """"}]",501,36.3,33.4,16.3,7.0,9.3,20,low,1.9,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, high-fiber, omega-3","1. Roast salmon 12 minutes.
2. Whisk tahini, lemon, garlic, water, salt; massage into kale.
3. Top cucumber, radish, avocado, salmon, hemp.","[""Roast salmon 12 minutes."", ""Whisk tahini, lemon, garlic, water, salt; massage into kale."", ""Top cucumber, radish, avocado, salmon, hemp.""]"
DB-0976,Chicken Cucumber Avocado Salad,Salad,American,2,10,0,10,chicken-cucumber-avocado-salad.jpg,"Chicken Cucumber Avocado Salad, healthy food photography, plated, natural light",,"Rotisserie chicken, skin removed — 250 g (8.8 oz)
Cucumber — 200 g (7.1 oz)
Avocado — 100 g (3.5 oz)
Cherry tomatoes — 120 g (4.2 oz)
Red onion — 30 g (1.1 oz)
Fresh cilantro — 6 g (0.2 oz)
Lime juice — 20 g (0.7 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Salt — 1 g (0.0 oz)","[{""ingredient_id"": ""rotisserie_chicken"", ""name"": ""Rotisserie chicken, skin removed"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 1.0, ""note"": """"}]",368,31.3,22.5,12.5,4.9,7.6,16,low,1.2,low,,"gluten-free, dairy-free, nut-free, low-carb, high-protein, no-cook, quick","1. Chop chicken, cucumber, avocado, tomato, onion.
2. Toss with cilantro, lime, oil, salt.","[""Chop chicken, cucumber, avocado, tomato, onion."", ""Toss with cilantro, lime, oil, salt.""]"
DB-0977,Tuna Kale Caesar,Salad,American,2,10,0,10,tuna-kale-caesar.jpg,"Tuna Kale Caesar, healthy food photography, plated, natural light",,"Tuna, canned in water — 170 g (6.0 oz)
Kale — 180 g (6.3 oz)
Parmesan, grated — 25 g (0.9 oz)
Greek yogurt, plain 2% — 60 g (2.1 oz)
Lemon juice — 15 g (0.5 oz)
Dijon mustard — 6 g (0.2 oz)
Anchovies, canned — 6 g (0.2 oz)
Garlic — 3 g (0.1 oz)
Extra-virgin olive oil — 10 g (0.4 oz)
Pumpkin seeds (pepitas) — 12 g (0.4 oz)","[{""ingredient_id"": ""tuna_canned"", ""name"": ""Tuna, canned in water"", ""grams"": 170.0, ""note"": """"}, {""ingredient_id"": ""kale"", ""name"": ""Kale"", ""grams"": 180.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""anchovies"", ""name"": ""Anchovies, canned"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""garlic"", ""name"": ""Garlic"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""pumpkin_seeds"", ""name"": ""Pumpkin seeds (pepitas)"", ""grams"": 12.0, ""note"": """"}]",308,36.6,14.2,11.4,3.7,7.7,15,low,1.2,low,,"pescatarian, gluten-free, nut-free, low-carb, high-protein, no-cook","1. Whisk yogurt, lemon, Dijon, anchovy, garlic, oil.
2. Massage into kale.
3. Top tuna, parmesan, pumpkin seeds.","[""Whisk yogurt, lemon, Dijon, anchovy, garlic, oil."", ""Massage into kale."", ""Top tuna, parmesan, pumpkin seeds.""]"
DB-0978,Shrimp & Quinoa Mediterranean Salad,Salad,Mediterranean,3,10,5,15,shrimp-and-quinoa-mediterranean-salad.jpg,"Shrimp & Quinoa Mediterranean Salad, healthy food photography, plated, natural light",,"Shrimp, peeled — 350 g (12.3 oz)
Quinoa, cooked — 300 g (10.6 oz)
Cucumber — 150 g (5.3 oz)
Cherry tomatoes — 150 g (5.3 oz)
Feta cheese — 50 g (1.8 oz)
Olives (kalamata/green) — 30 g (1.1 oz)
Fresh parsley — 8 g (0.3 oz)
Lemon juice — 20 g (0.7 oz)
Extra-virgin olive oil — 18 g (0.6 oz)
Dried oregano — 1 g (0.0 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 350.0, ""note"": """"}, {""ingredient_id"": ""quinoa"", ""name"": ""Quinoa, cooked"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""feta"", ""name"": ""Feta cheese"", ""grams"": 50.0, ""note"": """"}, {""ingredient_id"": ""olives"", ""name"": ""Olives (kalamata/green)"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""parsley"", ""name"": ""Fresh parsley"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 18.0, ""note"": """"}, {""ingredient_id"": ""oregano"", ""name"": ""Dried oregano"", ""grams"": 1.0, ""note"": """"}]",348,31.1,13.3,26.9,4.2,22.7,45,low,10.2,medium,,"pescatarian, gluten-free, nut-free, high-protein","1. Sauté shrimp 3 minutes; cool.
2. Toss quinoa, cucumber, tomato, olives, parsley with lemon, oil, oregano.
3. Add shrimp and feta.","[""Sauté shrimp 3 minutes; cool."", ""Toss quinoa, cucumber, tomato, olives, parsley with lemon, oil, oregano."", ""Add shrimp and feta.""]"
DB-0979,Egg & Asparagus Spring Salad,Salad,French,2,10,8,18,egg-and-asparagus-spring-salad.jpg,"Egg & Asparagus Spring Salad, healthy food photography, plated, natural light",,"Egg, large (50 g each) — 200 g (7.1 oz)
Asparagus — 250 g (8.8 oz)
Mixed salad greens — 100 g (3.5 oz)
Radishes — 50 g (1.8 oz)
Extra-virgin olive oil — 15 g (0.5 oz)
Dijon mustard — 6 g (0.2 oz)
Lemon juice — 12 g (0.4 oz)
Fresh chives — 4 g (0.1 oz)
Parmesan, grated — 15 g (0.5 oz)","[{""ingredient_id"": ""egg"", ""name"": ""Egg, large (50 g each)"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""asparagus"", ""name"": ""Asparagus"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""mixed_greens"", ""name"": ""Mixed salad greens"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""radish"", ""name"": ""Radishes"", ""grams"": 50.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""chives"", ""name"": ""Fresh chives"", ""grams"": 4.0, ""note"": """"}, {""ingredient_id"": ""parmesan"", ""name"": ""Parmesan, grated"", ""grams"": 15.0, ""note"": """"}]",285,19.6,19.6,9.1,4.2,4.9,12,low,0.6,low,"Negligible carbohydrate (<5 g net/serving): GI has little practical meaning, glycemic load is what matters.","vegetarian, gluten-free, nut-free, low-carb","1. Soft-boil eggs 7 minutes; blanch asparagus 3 minutes.
2. Whisk oil, Dijon, lemon.
3. Toss greens, asparagus, radish; top halved eggs, parmesan, chives.","[""Soft-boil eggs 7 minutes; blanch asparagus 3 minutes."", ""Whisk oil, Dijon, lemon."", ""Toss greens, asparagus, radish; top halved eggs, parmesan, chives.""]"
DB-0980,Steak Cobb Salad,Salad,American,2,15,12,27,steak-cobb-salad.jpg,"Steak Cobb Salad, healthy food photography, plated, natural light",,"Beef sirloin, trimmed — 300 g (10.6 oz)
Egg, large (50 g each) — 100 g (3.5 oz)
Turkey bacon — 45 g (1.6 oz)
Romaine lettuce — 200 g (7.1 oz)
Avocado — 100 g (3.5 oz)
Cherry tomatoes — 150 g (5.3 oz)
Blue cheese, crumbled — 30 g (1.1 oz)
Extra-virgin olive oil — 15 g (0.5 oz)
Red wine vinegar — 10 g (0.4 oz)
Dijon mustard — 5 g (0.2 oz)","[{""ingredient_id"": ""beef_sirloin"", ""name"": ""Beef sirloin, trimmed"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""egg"", ""name"": ""Egg, large (50 g each)"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""turkey_bacon"", ""name"": ""Turkey bacon"", ""grams"": 45.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""blue_cheese"", ""name"": ""Blue cheese, crumbled"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""red_wine_vinegar"", ""name"": ""Red wine vinegar"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 5.0, ""note"": """"}]",548,49.5,34.8,11.8,6.4,5.3,12,low,0.6,low,,"gluten-free, nut-free, low-carb, high-protein","1. Sear steak; rest; slice. Boil eggs; crisp bacon.
2. Whisk oil, vinegar, Dijon.
3. Arrange over romaine; dressing.","[""Sear steak; rest; slice. Boil eggs; crisp bacon."", ""Whisk oil, vinegar, Dijon."", ""Arrange over romaine; dressing.""]"
DB-0981,Chickpea Feta Cucumber Salad,Salad,Greek,3,10,0,10,chickpea-feta-cucumber-salad.jpg,"Chickpea Feta Cucumber Salad, healthy food photography, plated, natural light",,"Chickpeas, cooked — 400 g (14.1 oz)
Cucumber — 250 g (8.8 oz)
Feta cheese — 70 g (2.5 oz)
Red onion — 40 g (1.4 oz)
Fresh dill — 6 g (0.2 oz)
Lemon juice — 20 g (0.7 oz)
Extra-virgin olive oil — 18 g (0.6 oz)
Salt — 1 g (0.0 oz)","[{""ingredient_id"": ""chickpeas"", ""name"": ""Chickpeas, cooked"", ""grams"": 400.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""feta"", ""name"": ""Feta cheese"", ""grams"": 70.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""dill"", ""name"": ""Fresh dill"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 18.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 1.0, ""note"": """"}]",353,16.0,14.5,41.8,10.8,30.9,25,low,7.7,low,,"vegetarian, gluten-free, nut-free, high-fiber, no-cook, quick","1. Combine chickpeas, cucumber, onion, dill.
2. Dress with lemon, oil, salt.
3. Feta.","[""Combine chickpeas, cucumber, onion, dill."", ""Dress with lemon, oil, salt."", ""Feta.""]"
DB-0982,Thai Chicken Zoodle Salad,Salad,Thai,3,15,0,15,thai-chicken-zoodle-salad.jpg,"Thai Chicken Zoodle Salad, healthy food photography, plated, natural light",,"Rotisserie chicken, skin removed — 300 g (10.6 oz)
Zucchini noodles (zoodles) — 400 g (14.1 oz)
Carrot — 60 g (2.1 oz)
Red cabbage — 80 g (2.8 oz)
Fresh cilantro — 8 g (0.3 oz)
Peanut butter, natural — 30 g (1.1 oz)
Lime juice — 25 g (0.9 oz)
Tamari (gluten-free soy sauce) — 15 g (0.5 oz)
Fresh ginger — 6 g (0.2 oz)
Sriracha — 5 g (0.2 oz)
Peanuts, dry roasted — 15 g (0.5 oz)","[{""ingredient_id"": ""rotisserie_chicken"", ""name"": ""Rotisserie chicken, skin removed"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""zucchini_noodles"", ""name"": ""Zucchini noodles (zoodles)"", ""grams"": 400.0, ""note"": """"}, {""ingredient_id"": ""carrot"", ""name"": ""Carrot"", ""grams"": 60.0, ""note"": """"}, {""ingredient_id"": ""red_cabbage"", ""name"": ""Red cabbage"", ""grams"": 80.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""peanut_butter"", ""name"": ""Peanut butter, natural"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""tamari"", ""name"": ""Tamari (gluten-free soy sauce)"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""ginger"", ""name"": ""Fresh ginger"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""sriracha"", ""name"": ""Sriracha"", ""grams"": 5.0, ""note"": """"}, {""ingredient_id"": ""peanuts"", ""name"": ""Peanuts, dry roasted"", ""grams"": 15.0, ""note"": """"}]",295,29.6,15.0,12.6,3.7,8.9,20,low,1.8,low,,"gluten-free, dairy-free, low-carb, high-protein, no-cook","1. Whisk peanut butter, lime, tamari, ginger, sriracha, water.
2. Toss zoodles, carrot, cabbage, chicken, cilantro with dressing.
3. Peanuts.","[""Whisk peanut butter, lime, tamari, ginger, sriracha, water."", ""Toss zoodles, carrot, cabbage, chicken, cilantro with dressing."", ""Peanuts.""]"
DB-0983,Avocado Shrimp Chopped Salad,Salad,American,2,10,5,15,avocado-shrimp-chopped-salad.jpg,"Avocado Shrimp Chopped Salad, healthy food photography, plated, natural light",,"Shrimp, peeled — 300 g (10.6 oz)
Avocado — 100 g (3.5 oz)
Cucumber — 150 g (5.3 oz)
Cherry tomatoes — 120 g (4.2 oz)
Romaine lettuce — 120 g (4.2 oz)
Red onion — 20 g (0.7 oz)
Lemon juice — 15 g (0.5 oz)
Extra-virgin olive oil — 12 g (0.4 oz)
Fresh dill — 3 g (0.1 oz)
Salt — 1 g (0.0 oz)","[{""ingredient_id"": ""shrimp"", ""name"": ""Shrimp, peeled"", ""grams"": 300.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""red_onion"", ""name"": ""Red onion"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""dill"", ""name"": ""Fresh dill"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""salt"", ""name"": ""Salt"", ""grams"": 1.0, ""note"": """"}]",299,33.0,14.7,12.8,5.9,6.9,15,low,1.0,low,,"pescatarian, gluten-free, dairy-free, nut-free, low-carb, high-protein, quick","1. Sauté shrimp; cool.
2. Chop vegetables.
3. Toss with lemon, oil, dill, salt; add shrimp.","[""Sauté shrimp; cool."", ""Chop vegetables."", ""Toss with lemon, oil, dill, salt; add shrimp.""]"
DB-0984,Lentil Beet & Goat Cheese Salad,Salad,French,3,10,0,10,lentil-beet-and-goat-cheese-salad.jpg,"Lentil Beet & Goat Cheese Salad, healthy food photography, plated, natural light",,"Lentils, cooked — 350 g (12.3 oz)
Beets — 150 g (5.3 oz) [cooked]
Goat cheese — 50 g (1.8 oz)
Arugula — 100 g (3.5 oz)
Walnuts — 25 g (0.9 oz)
Extra-virgin olive oil — 15 g (0.5 oz)
Balsamic vinegar — 12 g (0.4 oz)
Dijon mustard — 5 g (0.2 oz)","[{""ingredient_id"": ""lentils"", ""name"": ""Lentils, cooked"", ""grams"": 350.0, ""note"": """"}, {""ingredient_id"": ""beet"", ""name"": ""Beets"", ""grams"": 150.0, ""note"": ""cooked""}, {""ingredient_id"": ""goat_cheese"", ""name"": ""Goat cheese"", ""grams"": 50.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""walnuts"", ""name"": ""Walnuts"", ""grams"": 25.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""balsamic_vinegar"", ""name"": ""Balsamic vinegar"", ""grams"": 12.0, ""note"": """"}, {""ingredient_id"": ""dijon"", ""name"": ""Dijon mustard"", ""grams"": 5.0, ""note"": """"}]",329,17.2,16.3,31.3,11.8,19.5,34,low,6.6,low,,"vegetarian, gluten-free, high-fiber, no-cook","1. Whisk oil, balsamic, Dijon.
2. Toss lentils, diced beet, arugula with dressing.
3. Goat cheese, walnuts.","[""Whisk oil, balsamic, Dijon."", ""Toss lentils, diced beet, arugula with dressing."", ""Goat cheese, walnuts.""]"
DB-0985,Turkey Cobb Lettuce Bowl,Salad,American,2,10,8,18,turkey-cobb-lettuce-bowl.jpg,"Turkey Cobb Lettuce Bowl, healthy food photography, plated, natural light",,"Deli turkey breast, low sodium — 200 g (7.1 oz)
Egg, large (50 g each) — 100 g (3.5 oz)
Turkey bacon — 45 g (1.6 oz)
Romaine lettuce — 200 g (7.1 oz)
Avocado — 80 g (2.8 oz)
Cherry tomatoes — 120 g (4.2 oz)
Cheddar cheese — 30 g (1.1 oz)
Greek yogurt, plain 2% — 50 g (1.8 oz)
Ranch seasoning (dry) — 3 g (0.1 oz)
Lemon juice — 8 g (0.3 oz)","[{""ingredient_id"": ""deli_turkey"", ""name"": ""Deli turkey breast, low sodium"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""egg"", ""name"": ""Egg, large (50 g each)"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""turkey_bacon"", ""name"": ""Turkey bacon"", ""grams"": 45.0, ""note"": """"}, {""ingredient_id"": ""romaine"", ""name"": ""Romaine lettuce"", ""grams"": 200.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 80.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""cheddar"", ""name"": ""Cheddar cheese"", ""grams"": 30.0, ""note"": """"}, {""ingredient_id"": ""greek_yogurt"", ""name"": ""Greek yogurt, plain 2%"", ""grams"": 50.0, ""note"": """"}, {""ingredient_id"": ""ranch_seasoning"", ""name"": ""Ranch seasoning (dry)"", ""grams"": 3.0, ""note"": """"}, {""ingredient_id"": ""lemon_juice"", ""name"": ""Lemon juice"", ""grams"": 8.0, ""note"": """"}]",400,36.0,21.6,16.1,5.9,10.2,7,low,0.7,low,,"gluten-free, nut-free, low-carb, high-protein","1. Boil eggs; crisp bacon.
2. Mix yogurt, ranch seasoning, lemon.
3. Arrange over romaine; dressing.","[""Boil eggs; crisp bacon."", ""Mix yogurt, ranch seasoning, lemon."", ""Arrange over romaine; dressing.""]"
DB-0986,Edamame Avocado Salad with Lime,Salad,Asian,2,10,0,10,edamame-avocado-salad-with-lime.jpg,"Edamame Avocado Salad with Lime, healthy food photography, plated, natural light",,"Edamame, shelled, cooked — 250 g (8.8 oz)
Avocado — 100 g (3.5 oz)
Cucumber — 150 g (5.3 oz)
Cherry tomatoes — 100 g (3.5 oz)
Fresh cilantro — 6 g (0.2 oz)
Lime juice — 20 g (0.7 oz)
Toasted sesame oil — 6 g (0.2 oz)
Tamari (gluten-free soy sauce) — 8 g (0.3 oz)
Sesame seeds — 4 g (0.1 oz)","[{""ingredient_id"": ""edamame"", ""name"": ""Edamame, shelled, cooked"", ""grams"": 250.0, ""note"": """"}, {""ingredient_id"": ""avocado"", ""name"": ""Avocado"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cucumber"", ""name"": ""Cucumber"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""cherry_tomato"", ""name"": ""Cherry tomatoes"", ""grams"": 100.0, ""note"": """"}, {""ingredient_id"": ""cilantro"", ""name"": ""Fresh cilantro"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""lime_juice"", ""name"": ""Lime juice"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""sesame_oil"", ""name"": ""Toasted sesame oil"", ""grams"": 6.0, ""note"": """"}, {""ingredient_id"": ""tamari"", ""name"": ""Tamari (gluten-free soy sauce)"", ""grams"": 8.0, ""note"": """"}, {""ingredient_id"": ""sesame_seeds"", ""name"": ""Sesame seeds"", ""grams"": 4.0, ""note"": """"}]",295,17.8,17.9,21.8,11.0,10.8,17,low,1.8,low,,"vegan, gluten-free, dairy-free, nut-free, low-carb, high-fiber, no-cook, quick","1. Combine edamame, avocado, cucumber, tomato, cilantro.
2. Dress with lime, sesame oil, tamari.
3. Sesame seeds.","[""Combine edamame, avocado, cucumber, tomato, cilantro."", ""Dress with lime, sesame oil, tamari."", ""Sesame seeds.""]"
DB-0987,Grilled Chicken & Peach Arugula Salad,Salad,American,2,10,12,22,grilled-chicken-and-peach-arugula-salad.jpg,"Grilled Chicken & Peach Arugula Salad, healthy food photography, plated, natural light",,"Chicken breast, skinless — 280 g (9.9 oz)
Peach — 150 g (5.3 oz)
Arugula — 120 g (4.2 oz)
Goat cheese — 40 g (1.4 oz)
Almonds — 20 g (0.7 oz)
Extra-virgin olive oil — 15 g (0.5 oz)
Balsamic vinegar — 10 g (0.4 oz)
Fresh basil — 4 g (0.1 oz)","[{""ingredient_id"": ""chicken_breast"", ""name"": ""Chicken breast, skinless"", ""grams"": 280.0, ""note"": """"}, {""ingredient_id"": ""peach"", ""name"": ""Peach"", ""grams"": 150.0, ""note"": """"}, {""ingredient_id"": ""arugula"", ""name"": ""Arugula"", ""grams"": 120.0, ""note"": """"}, {""ingredient_id"": ""goat_cheese"", ""name"": ""Goat cheese"", ""grams"": 40.0, ""note"": """"}, {""ingredient_id"": ""almonds"", ""name"": ""Almonds"", ""grams"": 20.0, ""note"": """"}, {""ingredient_id"": ""olive_oil"", ""name"": ""Extra-virgin olive oil"", ""grams"": 15.0, ""note"": """"}, {""ingredient_id"": ""balsamic_vinegar"", ""name"": ""Balsamic vinegar"", ""grams"": 10.0, ""note"": """"}, {""ingredient_id"": ""basil"", ""name"": ""Fresh basil"", ""grams"": 4.0, ""note"": """"}]",414,40.3,22.8,12.4,3.4,9.1,35,low,3.2,low,,"gluten-free, low-carb, high-protein","1. Grill chicken; slice. Grill peach halves 2 minutes.
2. Toss arugula with oil and balsamic.
3. Top chicken, peach, goat cheese, almonds, basil.","[""Grill chicken; slice. Grill peach halves 2 minutes."", ""Toss arugula with oil and balsamic."", ""Top chicken, peach, goat cheese, almonds, basil.""]"
